[ 2020-03-21T12:32:34+08:00 ] 0.0.0.0 /book/
INFO: [ app_begin ] --START--
INFO: ReadHtmlCache Behavior ::run [ RunTime:0.000894s ]
INFO: [ app_begin ] --END-- [ RunTime:0.000996s ]
SQL: SELECT * FROM `book_siteset` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000532s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='36' ) LIMIT 1   [ RunTime:0.000623s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='4' ) LIMIT 1   [ RunTime:0.000392s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='30' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.000693s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='36' ) LIMIT 1   [ RunTime:0.000434s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='5' ) LIMIT 1   [ RunTime:0.000368s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='22' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.000441s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='36' ) LIMIT 1   [ RunTime:0.000341s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='5' ) LIMIT 1   [ RunTime:0.000345s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='31' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.000424s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='36' ) LIMIT 1   [ RunTime:0.000342s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='1' ) LIMIT 1   [ RunTime:0.000319s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='15' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.000421s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='38' ) LIMIT 1   [ RunTime:0.000348s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='1' ) LIMIT 1   [ RunTime:0.000341s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='32' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.000439s ]
INFO: [ view_parse ] --START--
SQL: SHOW COLUMNS FROM `book_letter` [ RunTime:0.006342s ]
NOTIC: [8] Undefined index: user_name D:\wamp\www\book\index\Lib\Model\LetterModel.class.php 第 23 行.
SQL: SELECT COUNT(letter_id) AS tp_count FROM `book_letter` WHERE ( `letter_to` = null ) AND ( `status` = 0 ) LIMIT 1   [ RunTime:0.000506s ]
SQL: SHOW COLUMNS FROM `book_menu` [ RunTime:0.005100s ]
SQL: SELECT * FROM `book_menu` WHERE ( status=1 and position='header' ) ORDER BY ordernum asc LIMIT 7   [ RunTime:0.000649s ]
SQL: SELECT * FROM `book_cats` WHERE ( type=0 and status=1 ) ORDER BY ordernum asc  [ RunTime:0.000454s ]
NOTIC: [8] Undefined variable: catlist D:\wamp\www\book\index\Common\common.php 第 27 行.
NOTIC: [8] Undefined index: cat_name D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 122 行.
NOTIC: [8] Undefined index: chapter_id D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 125 行.
NOTIC: [8] Undefined index: status D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 140 行.
NOTIC: [8] Undefined index: cat_name D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 122 行.
NOTIC: [8] Undefined index: chapter_id D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 125 行.
NOTIC: [8] Undefined index: status D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 140 行.
NOTIC: [8] Undefined index: cat_name D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 122 行.
NOTIC: [8] Undefined index: status D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 140 行.
NOTIC: [8] Undefined index: cat_name D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 122 行.
NOTIC: [8] Undefined index: status D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 140 行.
NOTIC: [8] Undefined index: cat_name D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 122 行.
NOTIC: [8] Undefined index: status D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 140 行.
NOTIC: [8] Undefined index: cat_name D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 122 行.
NOTIC: [8] Undefined index: status D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 140 行.
NOTIC: [8] Undefined index: cat_name D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 122 行.
NOTIC: [8] Undefined index: chapter_id D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 125 行.
NOTIC: [8] Undefined index: status D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 140 行.
NOTIC: [8] Undefined index: cat_name D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 122 行.
NOTIC: [8] Undefined index: status D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 140 行.
NOTIC: [8] Undefined index: cat_name D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 122 行.
NOTIC: [8] Undefined index: status D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 140 行.
NOTIC: [8] Undefined index: cat_name D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 122 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 137 行.
NOTIC: [8] Undefined index: status D:\wamp\www\book\index\Runtime\Cache\ff9e251985aea110780535efb576d367.php 第 140 行.
SQL: SELECT * FROM `book_menu` WHERE ( status=1 and position='footer' ) ORDER BY ordernum asc LIMIT 7   [ RunTime:0.000422s ]
NOTIC: [8] Undefined variable: catlist D:\wamp\www\book\index\Common\common.php 第 48 行.
INFO: ParseTemplate Behavior ::run [ RunTime:0.032351s ]
INFO: [ view_parse ] --END-- [ RunTime:0.032438s ]
INFO: [ view_filter ] --START--
INFO: ContentReplace Behavior ::run [ RunTime:0.000663s ]
INFO: TokenBuild Behavior ::run [ RunTime:0.000464s ]
INFO: WriteHtmlCache Behavior ::run [ RunTime:0.000354s ]
INFO: ShowRuntime Behavior ::run [ RunTime:0.000502s ]
INFO: [ view_filter ] --END-- [ RunTime:0.002219s ]
INFO: [ view_end ] --START--
INFO: ShowPageTrace Behavior ::run [ RunTime:0.000639s ]
INFO: [ view_end ] --END-- [ RunTime:0.000719s ]

[ 2020-03-21T15:03:46+08:00 ] 0.0.0.0 /book/index.php/book/free.html
INFO: [ route_check ] --START--
INFO: CheckRoute Behavior ::run [ RunTime:0.001030s ]
INFO: [ route_check ] --END-- [ RunTime:0.001125s ]
INFO: [ app_begin ] --START--
INFO: ReadHtmlCache Behavior ::run [ RunTime:0.000686s ]
INFO: [ app_begin ] --END-- [ RunTime:0.000779s ]
SQL: SELECT * FROM `book_siteset` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000636s ]
SQL: SHOW COLUMNS FROM `book_book` [ RunTime:0.006232s ]
SQL: SELECT * FROM `book_book` WHERE ( needscore=0 ) ORDER BY public_time desc  [ RunTime:0.000887s ]
SQL: SELECT * FROM `book_book` WHERE ( needscore=0 ) ORDER BY update_time desc LIMIT 10   [ RunTime:0.000707s ]
SQL: SELECT * FROM `book_book` WHERE ( needscore=0 ) ORDER BY hits desc LIMIT 10   [ RunTime:0.000688s ]
SQL: SELECT * FROM `book_book` WHERE ( needscore=0 ) LIMIT 10   [ RunTime:0.000603s ]
SQL: SELECT * FROM `book_book` WHERE ( needscore=0 ) ORDER BY book_size desc LIMIT 10   [ RunTime:0.000675s ]
INFO: [ view_parse ] --START--
SQL: SHOW COLUMNS FROM `book_letter` [ RunTime:0.005393s ]
NOTIC: [8] Undefined index: user_name D:\wamp\www\book\index\Lib\Model\LetterModel.class.php 第 23 行.
SQL: SELECT COUNT(letter_id) AS tp_count FROM `book_letter` WHERE ( `letter_to` = null ) AND ( `status` = 0 ) LIMIT 1   [ RunTime:0.000463s ]
SQL: SHOW COLUMNS FROM `book_menu` [ RunTime:0.005477s ]
SQL: SELECT * FROM `book_menu` WHERE ( status=1 and position='header' ) ORDER BY ordernum asc LIMIT 7   [ RunTime:0.000531s ]
SQL: SHOW COLUMNS FROM `book_cats` [ RunTime:0.005475s ]
SQL: SELECT * FROM `book_cats` WHERE ( type=0 and status=1 ) ORDER BY ordernum asc  [ RunTime:0.000604s ]
NOTIC: [8] Undefined variable: catlist D:\wamp\www\book\index\Common\common.php 第 27 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\6331124bd936a865f81742004e2e1cec.php 第 132 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\6331124bd936a865f81742004e2e1cec.php 第 132 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\6331124bd936a865f81742004e2e1cec.php 第 132 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\6331124bd936a865f81742004e2e1cec.php 第 132 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\6331124bd936a865f81742004e2e1cec.php 第 132 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\6331124bd936a865f81742004e2e1cec.php 第 132 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\6331124bd936a865f81742004e2e1cec.php 第 132 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\6331124bd936a865f81742004e2e1cec.php 第 132 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\6331124bd936a865f81742004e2e1cec.php 第 132 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\6331124bd936a865f81742004e2e1cec.php 第 132 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\6331124bd936a865f81742004e2e1cec.php 第 132 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\6331124bd936a865f81742004e2e1cec.php 第 132 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\6331124bd936a865f81742004e2e1cec.php 第 132 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\6331124bd936a865f81742004e2e1cec.php 第 132 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\6331124bd936a865f81742004e2e1cec.php 第 132 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\6331124bd936a865f81742004e2e1cec.php 第 132 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\6331124bd936a865f81742004e2e1cec.php 第 132 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\6331124bd936a865f81742004e2e1cec.php 第 132 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\6331124bd936a865f81742004e2e1cec.php 第 132 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\6331124bd936a865f81742004e2e1cec.php 第 132 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\6331124bd936a865f81742004e2e1cec.php 第 132 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\6331124bd936a865f81742004e2e1cec.php 第 132 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\6331124bd936a865f81742004e2e1cec.php 第 132 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\6331124bd936a865f81742004e2e1cec.php 第 132 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\6331124bd936a865f81742004e2e1cec.php 第 132 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\6331124bd936a865f81742004e2e1cec.php 第 132 行.
NOTIC: [2] date() expects parameter 2 to be long, string given D:\wamp\www\book\index\Runtime\Cache\6331124bd936a865f81742004e2e1cec.php 第 132 行.
SQL: SELECT * FROM `book_menu` WHERE ( status=1 and position='footer' ) ORDER BY ordernum asc LIMIT 7   [ RunTime:0.000459s ]
NOTIC: [8] Undefined variable: catlist D:\wamp\www\book\index\Common\common.php 第 48 行.
INFO: ParseTemplate Behavior ::run [ RunTime:0.046794s ]
INFO: [ view_parse ] --END-- [ RunTime:0.046900s ]
INFO: [ view_filter ] --START--
INFO: ContentReplace Behavior ::run [ RunTime:0.000983s ]
INFO: TokenBuild Behavior ::run [ RunTime:0.000711s ]
INFO: WriteHtmlCache Behavior ::run [ RunTime:0.000511s ]
INFO: ShowRuntime Behavior ::run [ RunTime:0.000626s ]
INFO: [ view_filter ] --END-- [ RunTime:0.003057s ]
INFO: [ view_end ] --START--
INFO: ShowPageTrace Behavior ::run [ RunTime:0.000821s ]
INFO: [ view_end ] --END-- [ RunTime:0.000897s ]

[ 2020-03-21T15:03:47+08:00 ] 0.0.0.0 /book/
INFO: [ app_begin ] --START--
INFO: ReadHtmlCache Behavior ::run [ RunTime:0.001424s ]
INFO: [ app_begin ] --END-- [ RunTime:0.001628s ]
SQL: SELECT * FROM `book_siteset` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.001123s ]
SQL: SHOW COLUMNS FROM `book_notice` [ RunTime:0.011922s ]
SQL: SELECT * FROM `book_notice` LIMIT 8   [ RunTime:0.000953s ]
SQL: SHOW COLUMNS FROM `book_book` [ RunTime:0.010956s ]
SQL: SELECT * FROM book_book as a,book_cats as b WHERE ( a.book_cat=b.cat_id and a.flags like '%a%' ) LIMIT 7   [ RunTime:0.001384s ]
SQL: SELECT * FROM book_book as a,book_cats as b WHERE ( a.book_cat=b.cat_id and a.progress=59 ) ORDER BY a.public_time LIMIT 7   [ RunTime:0.001221s ]
SQL: SELECT * FROM book_book as a,book_cats as b WHERE ( a.book_cat=b.cat_id and a.flags like '%b%' ) LIMIT 3   [ RunTime:0.000923s ]
SQL: SELECT * FROM book_book as a,book_cats as b WHERE ( a.book_cat=b.cat_id ) ORDER BY a.public_time LIMIT 12   [ RunTime:0.001414s ]
SQL: SELECT * FROM book_book as a,book_cats as b WHERE ( a.book_cat=b.cat_id and a.flags like '%c%' )  [ RunTime:0.001264s ]
SQL: SELECT * FROM book_book as a,book_cats as b WHERE ( a.book_cat=b.cat_id and a.flags like '%d%' )  [ RunTime:0.000809s ]
SQL: SHOW COLUMNS FROM `book_book` [ RunTime:0.011098s ]
SQL: SELECT * FROM `book_book`  [ RunTime:0.001228s ]
SQL: SHOW COLUMNS FROM `book_user` [ RunTime:0.010477s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='36' ) LIMIT 1   [ RunTime:0.000698s ]
SQL: SHOW COLUMNS FROM `book_cats` [ RunTime:0.010988s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='62' ) LIMIT 1   [ RunTime:0.001154s ]
SQL: SHOW COLUMNS FROM `book_chapter` [ RunTime:0.015064s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='14' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.001173s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='36' ) LIMIT 1   [ RunTime:0.000792s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='1' ) LIMIT 1   [ RunTime:0.000720s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='15' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.001185s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='36' ) LIMIT 1   [ RunTime:0.000935s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='5' ) LIMIT 1   [ RunTime:0.003076s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='22' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.001190s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='36' ) LIMIT 1   [ RunTime:0.000815s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='4' ) LIMIT 1   [ RunTime:0.000855s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='27' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.000966s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='36' ) LIMIT 1   [ RunTime:0.000876s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='3' ) LIMIT 1   [ RunTime:0.002048s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='28' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.002477s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='36' ) LIMIT 1   [ RunTime:0.000915s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='4' ) LIMIT 1   [ RunTime:0.000861s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='29' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.001107s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='36' ) LIMIT 1   [ RunTime:0.000797s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='4' ) LIMIT 1   [ RunTime:0.000792s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='30' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.000909s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='36' ) LIMIT 1   [ RunTime:0.000911s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='5' ) LIMIT 1   [ RunTime:0.000935s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='31' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.002597s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='38' ) LIMIT 1   [ RunTime:0.000848s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='1' ) LIMIT 1   [ RunTime:0.000783s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='32' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.000973s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='38' ) LIMIT 1   [ RunTime:0.000722s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='1' ) LIMIT 1   [ RunTime:0.000862s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='33' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.003071s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='38' ) LIMIT 1   [ RunTime:0.002285s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='2' ) LIMIT 1   [ RunTime:0.000838s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='34' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.000698s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='38' ) LIMIT 1   [ RunTime:0.000603s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='2' ) LIMIT 1   [ RunTime:0.001001s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='35' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.001137s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='36' ) LIMIT 1   [ RunTime:0.000869s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='4' ) LIMIT 1   [ RunTime:0.003878s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='36' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.003899s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='0' ) LIMIT 1   [ RunTime:0.000952s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='0' ) LIMIT 1   [ RunTime:0.001034s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='37' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.001623s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='0' ) LIMIT 1   [ RunTime:0.000933s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='1' ) LIMIT 1   [ RunTime:0.000945s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='38' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.003016s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='0' ) LIMIT 1   [ RunTime:0.000910s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='0' ) LIMIT 1   [ RunTime:0.000729s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='39' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.003374s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='0' ) LIMIT 1   [ RunTime:0.001233s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='0' ) LIMIT 1   [ RunTime:0.000737s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='41' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.001292s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='0' ) LIMIT 1   [ RunTime:0.000840s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='0' ) LIMIT 1   [ RunTime:0.000735s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='42' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.000999s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='0' ) LIMIT 1   [ RunTime:0.001399s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='0' ) LIMIT 1   [ RunTime:0.000787s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='43' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.001138s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='0' ) LIMIT 1   [ RunTime:0.000915s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='0' ) LIMIT 1   [ RunTime:0.000843s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='44' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.008835s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='0' ) LIMIT 1   [ RunTime:0.000881s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='0' ) LIMIT 1   [ RunTime:0.000846s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='45' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.001186s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='0' ) LIMIT 1   [ RunTime:0.000740s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='0' ) LIMIT 1   [ RunTime:0.000821s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='46' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.001752s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='0' ) LIMIT 1   [ RunTime:0.001641s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='0' ) LIMIT 1   [ RunTime:0.001050s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='47' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.001056s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='0' ) LIMIT 1   [ RunTime:0.000836s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='0' ) LIMIT 1   [ RunTime:0.000735s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='48' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.004206s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='0' ) LIMIT 1   [ RunTime:0.001660s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='0' ) LIMIT 1   [ RunTime:0.000756s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='49' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.000949s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='0' ) LIMIT 1   [ RunTime:0.000757s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='0' ) LIMIT 1   [ RunTime:0.000927s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='50' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.000985s ]
SQL: SELECT `user_name` FROM `book_user` WHERE ( 1=1 AND user_id='0' ) LIMIT 1   [ RunTime:0.000706s ]
SQL: SELECT `cat_sortname` FROM `book_cats` WHERE ( 1=1 AND cat_id='0' ) LIMIT 1   [ RunTime:0.000752s ]
SQL: SELECT `chapter_title` FROM `book_chapter` WHERE ( 1=1 AND book_id='51' ) ORDER BY update_time desc LIMIT 1   [ RunTime:0.001180s ]
